,name,province,postalCode,categories,primaryCategories,Compound Sentiment,reviews.summary,reviews.total,popular.keywords,average.rating
372,Best Western Plus Hotel At The Convention Center,CA,90802,"Business Hotel,  Corporate Housing,  Hotel & Motel,  Lodging,  Hotel Downtown Long Beach,  Resorts,  Hotel & Motel reservations,  Night clubs and live music,  Banquet facilities,  Hotel & Motel mgmt.,  Restaurants,  American restaurants,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,0.9173625,"I couldn't have asked for a better stay, and I will definitely stay at this wonderful hotel again! Breakfast was delicious, they have this tasty citrus-water that is to die-for on the daily!",8,"[('clean', 7.0), ('hotel', 4.0), ('breakfast', 3.0), ('friendly', 3.0), ('location', 3.0)]",4.25
373,Best Western Plus Hotel at the Convention Center,CA,90802,"Business Hotel,  Corporate Housing,  Hotel & Motel,  Lodging,  Hotel Downtown Long Beach,  Resorts,  Hotel & Motel reservations,  Night clubs and live music,  Banquet facilities,  Hotel & Motel mgmt.,  Restaurants,  American restaurants,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,0.9355,"I liked the fact there were waters, a snack and a fresh remote waiting when I went in the room. We were welcomed as we entered and able to get checked in efficiently.",2,"[('checked', 4.0), ('michelle', 4.0), ('clean', 2.0), ('desk', 2.0), ('efficiently', 2.0)]",4.0
374,Best Western Plus Independence Inn & Suites,IA,50644,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel mgmt.",Accommodation & Food Services,0.4174,"Lady at desk told me areas to go in case of tornado. Also reviewed sirens, as well as local restaurants.",1,"[('decided', 1.0), ('desk', 1.0), ('forecast', 1.0), ('highly', 1.0), ('independence', 1.0)]",5.0
375,Best Western Plus Independence Inn Suites,IA,50644,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel mgmt.",Accommodation & Food Services,0.9419500000000001,"I stay at hotels almost every night of the week and sometimes have concern about hotel conditions and safety, but absolutely nothing to worry about here! Newer hotel or at least appears to be, clean, quiet, professional staff, and would recommend to my friends and family as a nice place to stay.",2,"[('hotel', 5.0), ('comfortable', 2.0), ('nice', 2.0), ('quiet', 2.0), ('recommend', 2.0)]",5.0
376,Best Western Plus Inn At The Vines,CA,94559,"Hotel & Motel,  Hotel & Motel reservations,  Hotel,  Hotel & Motel mgmt.",Accommodation & Food Services,0.9595111111111111,"Very small outdoor swimming pool (probably smallest out door pool have ever seen -- even smaller than indoor pool at Best Western Plus in Albany, Oregon -- another guest had stayed many times at this Motel for business, and commented he had never seen anyone in the pool. Had not experienced this arrangement before, and was certainly nicer and more convenient than the 5.00 credit given by Adelaide Inn in Paso Robles, CA, at expensive for breakfast restaurant located two blocks away from Motel.",9,"[('pool', 10.0), ('hotel', 9.0), ('stay', 8.0), ('breakfast', 7.0), ('denny', 6.0)]",4.0
377,Best Western Plus Inn At The Vines,CA,94559-4010,Hotel,Accommodation & Food Services,0.9354959459459459,"The hotel is dated, but I very much enjoyed the breakfast at Denny's (ask for Ceci) as Best Western will give rewards members a free breakfast or 6.00 off another breakfast entree at Denneys. We actually have all the prices of the hotels on the days you stayed and only one hotel was less than our price and its located 9 miles south of Napa, further away from the vineyards.",74,"[('napa', 93.99180328879862), ('hotel', 89.96690280182241), ('stay', 85.0), ('clean', 50.0), ('breakfast', 49.0)]",4.15
378,Best Western Plus Inn at Valley View,VA,24012,"Lodging,  Motel,  Hotel & Motel,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.7806863636363637,"We drove overnight from Tennessee to meet another rescue group from Connecticut to deliver a huge load of former shelter dogs and cats on their way to the cool, blue north! This is the second time we have stayed at this fine hotel while traveling from South Carolina back to CT and we will continue to do so!",22,"[('breakfast', 19.0), ('clean', 18.0), ('nice', 13.0), ('staff', 13.0), ('stay', 12.0)]",4.82
379,Best Western Plus Inntowner Madison,WI,53726,"Banquet Halls and Reception Facilities,  Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.025550000000000017,When booking the room we requested a room as close off elevators because I have bad lung problems and can't walk distances. We stay at this hotel every time we have to take our adult daughter to her doctor appointments in Madison.,2,"[('stay', 3.0), ('bad', 2.0), ('close', 2.0), ('decided', 2.0), ('hospital', 2.0)]",3.0
380,Best Western Plus Kelly Inn Suites,MT,59101,"Business Hotel,  Corporate Housing,  Lodging,  Hotel & Motel,  Budget Hotel,  Family-friendly Hotel,  Hotel",Accommodation & Food Services,0.8005833333333333,"This is a wonderful feature, especially when traveling on your on and you want to have some conversation. Most Best Westerns have a reception offering a glass of wine or beer and some food.",6,"[('pool', 6.0), ('water', 4.0), ('breakfast', 3.0), ('clean', 3.0), ('hot', 3.0)]",4.33
381,Best Western Plus Kingston Hotel and Conference Center,NY,12401,"Lodging,  Hotel",Accommodation & Food Services,0.9826,"When travelling to Kingston, NY this is the first Hotel I check for room availability!Thank We appreciate you sharing your comments on our facility and staff.",1,"[('staff', 2.0), ('availabilitythank', 1.0), ('breakfast', 1.0), ('check', 1.0), ('choice', 1.0)]",5.0
382,Best Western Plus Lacey Inn & Suites,WA,98516,"Lodging,  Hotel & Motel,  Motel,  Hotel & Motel mgmt.,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.730025,"We choose to have weekend fun nights here - it's close to outdoor activities that we enjoy and the town of Lacy is super cute. This is a friendly, courteous, clean, comfortable hotel with a terrific breakfast.",8,"[('breakfast', 7.0), ('clean', 4.0), ('comfortable', 4.0), ('hotel', 4.0), ('choose', 3.0)]",4.88
383,Best Western Plus Lacey Inn Suites,WA,98516,"Lodging,  Hotel & Motel,  Motel,  Hotel & Motel mgmt.,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.8943142857142857,When we walked through the entrance we immediately received a warm and enthusiastic hello. Comfortable- clean- easy location with lots of options to eat within walking distance.,7,"[('clean', 4.0), ('close', 4.0), ('hotel', 4.0), ('staff', 4.0), ('breakfast', 3.0)]",4.71
384,Best Western Plus Lake County Inn & Suites,FL,32778,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel mgmt.",Accommodation & Food Services,0.88455,The staff were very sincere and accommodated us to the best of their ability. My stay at this hotel was the most enjoyable stay I have had this year.,4,"[('hotel', 4.0), ('staff', 4.0), ('stay', 3.0), ('rate', 2.0), ('5th', 1.0)]",4.5
385,Best Western Plus Lake Elsinore Inn & Suites,CA,92530,"Corporate Housing,  Lodging,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.93985,"Good view of the lake, we were even treated to a firework show on the night of stay. Unfortunately, I did not get to use the pool but it was clean as well.",2,"[('clean', 3.0), ('breakfast', 2.0), ('freeway', 2.0), ('friendly', 2.0), ('hotel', 2.0)]",4.5
386,Best Western Plus Lake Front Hotel,WA,98837,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.747,"Their breakfast selection was by far the best selection for breakfast at any hotel I have stayed at and I have stayed at many hotels for... More They have went out of their way to ensure the smallest details are taken care of, just to make my stay more comfortable.",12,"[('hotel', 10.0), ('breakfast', 9.0), ('lake', 9.0), ('view', 7.0), ('staff', 6.0)]",4.42
387,Best Western Plus Lincoln Inn & Suites,NE,68521,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9558,"To start out with the evening front desk staff was very welcoming and accommodating, even when there was a small misunderstanding in our reservation. This was wonderful, especially after driving 10 hours with 2 small children!",1,"[('accommodating', 1.0), ('children', 1.0), ('desk', 1.0), ('driving', 1.0), ('evening', 1.0)]",5.0
388,Best Western Plus Lockport Hotel,NY,14094,"Corporate Housing,  Hotel & Motel,  Hotel & Motel reservations,  Lodging,  Hotel & Motel mgmt.,  Hotel",Accommodation & Food Services,0.6447428571428572," The hotel is very clean, comfortable, in a great location and the staff was both nice and helpful to guests! Best price hotel within a reasonable distance from the falls and other attractions.  ",7,"[('hotel', 11.0), ('breakfast', 5.0), ('clean', 3.0), ('comfortable', 3.0), ('recommend', 3.0)]",4.43
389,Best Western Plus Main Street Inn,CA,92227,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9644,"The front desk staff were very helpful, friendly and efficient. The breakfast was fine and the location was very convenient.",1,"[('birding', 1.0), ('brawley', 1.0), ('breakfast', 1.0), ('comfortable', 1.0), ('convenient', 1.0)]",4.0
390,Best Western Plus Mid Nebraska Inn & Suites,NE,68847,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.9402333333333334,"We usually always stop here on our way to Colorado and the location right off the interstate makes it easy to get to the hotel and easy to get started the next morning.   We get a clean, comfortable, quiet room (I sound like Tom Baudette) and a buffet breakfast in most of the chain.",3,"[('easy', 2.0), ('friendly', 2.0), ('staff', 2.0), ('amenities', 1.0), ('baudette', 1.0)]",5.0
391,Best Western Plus Mid Nebraska Inn Suites,NE,68847,"Hotel & Motel,  Motel,  Lodging,  Hotel & Motel mgmt.,  Hotel & Motel consultants,  Hotel",Accommodation & Food Services,0.72324,"Nice kitchen real plates and a dishwasher, the rooms had separate air conditioners which was great for teens. The young man who checked us in was very proficient at his job as well as friendly and polite.",5,"[('floor', 3.0), ('kearney', 3.0), ('nice', 3.0), ('clean', 2.0), ('convenient', 2.0)]",4.6
392,Best Western Plus Midwest Inn & Suites,KS,67401,"Corporate Housing,  Lodging,  Hotel & Motel,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.856,"A little farther from the freeway road noise than the other options, and price was better, too. I was pulling a trailer so I had an easy in and out with security.  ",4,"[('breakfast', 3.0), ('nice', 3.0), ('clean', 2.0), ('comfortable', 2.0), ('couch', 2.0)]",4.5
393,Best Western Plus Midwest Inn Suites,KS,67401,"Corporate Housing,  Lodging,  Hotel & Motel,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.5690666666666667,Any time we needed to ask a staff member a question the staff member smiled and was generous in giving information of where things were in the City of Salina and Abilene. I have stayed at this particular location multiple times over the last several years and have always been happy with the courteous and professional staff.,6,"[('staff', 7.0), ('hotel', 5.0), ('breakfast', 4.0), ('clean', 3.0), ('cold', 3.0)]",4.33
394,Best Western Plus Murray Hill Hotel & Suites,NJ,7974,"Lodging,  Hotel & Motel,  Motel,  Hotel & Motel mgmt.,  Hotel",Accommodation & Food Services,0.9589,"Very well priced hotel convenient to major highways while being in a very pleasant suburb in the Summit/Chatham/Morristown area. If, however, you want all the benefits of a good hotel in this area at a reasonable cost -...",1,"[('hotel', 2.0), ('benefits', 1.0), ('clean', 1.0), ('convenient', 1.0), ('cost', 1.0)]",5.0
395,Best Western Plus Nashville Airport Hotel,TN,37214-3765,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.60945," Everything was clean and quiet-breakfast nice with waffles, bagels, juice, cereal, coffee-under 100-easy access to Downtown Nashville-friendly front desk clerk-even though the outside structure was under construction, it did not impede our stay The hotel is fairly economical, pool area is nice, rooms aren't bad. We didn't like the fact that they are in the midst of a major renovation, and there's lots of construction dust, smell, noise, etc.",2,"[('construction', 2.0), ('enter', 2.0), ('nice', 2.0), ('100easy', 1.0), ('access', 1.0)]",3.5
396,Best Western Plus Newark/christiana Inn,DE,19701,"Lodging,  Hotel & Motel,  Hotel & Motel mgmt.,  Travel and Tourism,  Hotel",Accommodation & Food Services,0.18187499999999998,"Very pleased with the property, about 5 miles off I 95, but there are two good places to eat within walking distance. The rooms are spacious and always clean..I always feel welcome there..",8,"[('staff', 6.0), ('property', 5.0), ('breakfast', 4.0), ('clean', 4.0), ('helpful', 4.0)]",3.62
397,Best Western Plus North Odessa Inn Suites,TX,79765,"Lodging,  Motel,  Hotel",Accommodation & Food Services,0.9727,The breakfast is different at each location and the quality is good. I would highly recommend these hotels to my friends and family.,1,"[('hotels', 2.0), ('bad', 1.0), ('beat', 1.0), ('breakfast', 1.0), ('experience', 1.0)]",5.0
398,Best Western Plus Pavilions,CA,92802,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.9366875,"Being a European i just don't like the fact that this hotel (like many other in the US) don't have breakfast but a breakfast to go good thing is that there is a dennys 20m away where you can have a decent breakfast, and they even have a small pool and jacuzzi if you want to relax after a days walk in Disneyland. Next to the closet is the countertop where the huge mirror, sink, box of tissue, hand soaps, microwave, single serve coffee maker with packets of tea, coffee, and hot chocolate are located.",24,"[('stay', 30.0), ('disneyland', 28.0), ('hotel', 28.0), ('clean', 22.0), ('walk', 22.0)]",4.12
