,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Review Summary,Total Reviews,Popular Keywords,Average Rating
286,Best Western University Inn,KY,42071,"Hotels,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,0.9978," We enjoy staying at the Best Western in Murray due to the fact that the staff are always very helpful, our rooms are ready at check in, and the hotel is in a convenient location! More  rooms were clean, great breakfast, the location was perfect for why we were there, they have good place for the dogs to get outside and truck parking.",4,"[('hotel', 0.605491228987572), ('location', 0.5246283853257173), ('stayed', 0.5206357747350425), ('good', 0.5010067619708333), ('best', 0.44448746353621327)]",4.5
287,Best Western University Inn & Suites,OR,97116,"Hotels,Hotels and motels,Travel and Tourism,Hotel and motel mgmt.,Lodging,Hotels Motels,Hotel",Accommodation & Food Services,0.9873,"Traveled with my family for the 5A state championship in Hillsboro, but found almost all of the hotels in the area were full. Found this little gem in Forest Grove, and enjoyed it far more than we expected to.",2,"[('stay', 0.49961020815802176), ('area', 0.3228988876574608), ('great', 0.3228988876574608), ('place', 0.3228988876574608), ('staff', 0.3228988876574608)]",5.0
288,Best Western Wapakoneta Inn,OH,45895,"Lodging,Hotels,Hotel,Hotels Motels",Accommodation & Food Services,0.9933,"I have stayed a number of Best Westerns over the last 30 years in Canada the USA and this one at Wapakoneta, OHIO rates right up there with the best of them. Just a one night stopover - Clean room, nice pool, friendly staff, adequate breakfast, not the best beds.",2,"[('best', 0.6132032808498641), ('beds', 0.42591817589726344), ('clean', 0.30660164042493204), ('friendly', 0.30660164042493204), ('room', 0.30660164042493204)]",4.5
289,Best Western War Bonnet Inn,MT,59301,"Hotels,Lodging,Hotels Motels,Family-friendly Hotels,Travel Agencies,Budget Hotels,Wholesale Motel Hotel Equipment,Business Hotels,Motel Hotel Consultants,Motels","Wholesale Trade,Accommodation & Food Services",0.994,"This property provided us with an extremely enjoyable stay, the beds were excellent, the dcor and cleanliness excellent. They kept the pool open an extra half hour so our daughter could swim, which was a huge bonus to an 11 year old.",3,"[('best', 0.4866642633922877), ('stay', 0.4866642633922877), ('friendly', 0.39105487010897055), ('excellent', 0.32444284226152514), ('western', 0.32444284226152514)]",4.33
290,Best Western West Hills Inn,NE,69337,"Hotels,Lodging,Hotel,Hotels Motels,Motels",Accommodation & Food Services,0.9333,Used the fitness room even though was a bit small but fit my needs. Would definitely stay there again recommend!!,1,"[('nice', 0.3713906763541037), ('room', 0.3713906763541037), ('accommodating', 0.18569533817705186), ('bit', 0.18569533817705186), ('clean', 0.18569533817705186)]",5.0
291,Best Western Yuba City Inn,CA,95991,"Hotels,Lodging,Hotel and motel mgmt.,Hotels and motels,Hotel,Family-friendly Hotels,Hotels Motels,Budget Hotels,Business Hotels,Corporate Housing,Hotels & Motels",Accommodation & Food Services,0.7003,"The air conditioner had a hard time keeping the room at a constant temperature. The bed was comfy for a non memory foam bed, the shower pressure was good.",1,"[('bed', 0.3651483716701107), ('good', 0.3651483716701107), ('air', 0.18257418583505536), ('appreciate', 0.18257418583505536), ('business', 0.18257418583505536)]",3.0
292,Best Western at OHare,IL,60018,"Hotels,Travel & Transport,Hotels Motels,Hotels & Motels,Hotel",Accommodation & Food Services,0.7331,"We were trying to catch a flight from O'Hare to ATL early in the morning and my girlfriend forgot her phone in the room. Luckily, we called and he managed to get the phone as we made our way back on the provided shuttle bus.",4,"[('shuttle', 0.538630870825016), ('leave', 0.46451282879137834), ('hotel', 0.45064621356703605), ('hare', 0.38891029641643815), ('phone', 0.37980312829863855)]",3.75
293,Best Western-ashburn Inn,GA,31714,"Hotels,Hotels and motels,Hotel and motel mgmt.,Lodging,Hotel",Accommodation & Food Services,0.6124,Shoney's is right next door and the Carroll's General Store is just a quick drive behind the motel. This made all the difference in the world.  ,3,"[('good', 0.795632018852763), ('clean', 0.6227660078332259), ('stay', 0.6227660078332259), ('breakfast', 0.4233944834119594), ('fi', 0.4233944834119594)]",4.0
294,Best Western-edgewater Inn,FL,32132,"Hotel and motel mgmt.,Hotels and motels,Hotels Motels,Hotel",Accommodation & Food Services,0.9702,I had to travel to Florida during Spring Break/March Madness for business and I wasn't sure I'd find a hotel I wanted to take the bed home as it's much more comfortable than my own.,1,"[('bed', 0.22941573387056174), ('best', 0.22941573387056174), ('break', 0.22941573387056174), ('business', 0.22941573387056174), ('comfortable', 0.22941573387056174)]",4.0
295,Best Western-valencia Inn,CA,91355,"Hotels and motels,Hotel and motel reservations,Hotel and motel mgmt.,Hotels Motels,Hotel",Accommodation & Food Services,0.8934,Our door had an obvious gap between the frame and the... More  Will not stay again as they place pet friendly rooms along freeway section that has no sound wall barrier. The hotel is a stones throw from the I-5 fwy and you can hear the traffic and see it from the door.,4,"[('room', 0.5017515287805805), ('freeway', 0.4237878976495361), ('door', 0.38048923271622853), ('hotel', 0.38048923271622853), ('night', 0.3396617164004463)]",3.5
296,Best Western-woodstock Inn,IL,60098,"Hotels,Hotels and motels,Travel & Transport,Hotel and motel mgmt.,Lodging,Hotels & Motels,Hotel",Accommodation & Food Services,0.997,The staff were friendly and the room was clean - though a bit dated and in need of some service (a lamp was burned out). The breakfast was very tasty and the fella who was stocking was very attentive and helpful.,4,"[('hotel', 0.7069433358062236), ('room', 0.39713196888335456), ('free', 0.3942709787571565), ('nice', 0.3942709787571565), ('clean', 0.37074180057665806)]",4.5
297,Beverly Garden Suites,MA,1915,"Hotels,Hotels and motels,Hotel and motel reservations,Lodging,Motels,Hotel",Accommodation & Food Services,0.9427,"My son goes to college in Beverly,Mass and I have stayed at another hotel here, but this will be my go to for now on when I'm dropping him off... They have everything you need for an extended stay or just one night.",2,"[('stay', 0.44165884833174535), ('family', 0.3322500402648596), ('affordable', 0.24613641459392016), ('awesome', 0.24613641459392016), ('beds', 0.24613641459392016)]",5.0
298,Biddeford Motel,ME,4005,"Hotels,Hotels and motels,Travel and Tourism,Lodging,Motels,Hotel",Accommodation & Food Services,-0.6908,"Horrible smelly roomsasked for our money back ,since we could not have stayed in this place with my daughter having difficulties breathing in that smell. They told us they will refund-well,the money was never returned to my account.",1,"[('money', 0.4364357804719848), ('account', 0.2182178902359924), ('asked', 0.2182178902359924), ('breathing', 0.2182178902359924), ('daughter', 0.2182178902359924)]",1.0
299,Bienville House,LA,70130,"Hotels,Hotels and motels,Hotel",Accommodation & Food Services,0.9015,"From check in to check out we were treated courteously, even at the restaurant/bar where we had fun drinking fun drinks. Our room was beautiful...so NOLA and the marble bathroom and shower was perfect...LOVE Bienville House!!!",1,"[('bienville', 0.3380617018914066), ('check', 0.3380617018914066), ('fun', 0.3380617018914066), ('house', 0.3380617018914066), ('nola', 0.3380617018914066)]",5.0
300,Birch Bay Get Away,WA,98230,"Hotel,Cottages Cabins,Hotels Motels",Accommodation & Food Services,0.9916,"Our cottage - Sandlewood - offered two bedrooms, full bath, living room and compete kitchen at an extremely reasonable rate. We rented a cabin/cottage from Birch Bay Get Away for a few days over the Christmas holiday.",3,"[('loved', 0.49603109880816937), ('yr', 0.3942450376700763), ('cottage', 0.3465127558056655), ('staff', 0.3306873992054462), ('stay', 0.3306873992054462)]",4.67
301,Birchwood Motel,WI,54817,"Motels,Lodging,Hotels,Hotel",Accommodation & Food Services,0.5759,My wife and I were hoping for clean and found it to be extremely well kept. Located in a great location to visit the local bars and restaurants.,2,"[('motel', 0.4262804643088613), ('clean', 0.3352852427073294), ('stay', 0.3352852427073294), ('bars', 0.25809147773429825), ('checked', 0.25809147773429825)]",3.5
302,Blackwater Inn Milton,FL,32583,"Hotels,Hotel",Accommodation & Food Services,0.9108,"We aren't looking for the best, but a little work and you wouldn't give off the roach motel vibe that you presently give to potential and former guests. Our room was ok, except that the phone had been ripped out of the wall so we were thankful we had our... More",2,"[('blackwater', 0.38490017945975047), ('milton', 0.38490017945975047), ('night', 0.38490017945975047), ('best', 0.23570226039551587), ('booking', 0.23570226039551587)]",2.0
303,Blue Gables Motel,WY,82834,"Hotel,Hotels Motels,Hotels & Motels",Accommodation & Food Services,-0.1036,"there is one strip with all of the chains (econo this and budget that and holiday something else) but we'd had enough of those. Besides, cabins for couples families with kids, we need a central place to cook out, eat, sit around watching the fire...",2,"[('place', 0.4391388818159788), ('buffalo', 0.30710037912451416), ('driving', 0.30710037912451416), ('bed', 0.246043359086594), ('budget', 0.246043359086594)]",4.5
304,Blue Gentian Lodge,VT,5148,"Hotels,Motels,Lodging,Resorts,Hotels and motels,Hotel",Accommodation & Food Services,0.8807,"Ken and Lisa are always helpful in suggesting additional exploring options in the area, such as a farmer's market or local artists. Comfortable rooms, great food and accommodating hosts.",1,"[('accommodating', 0.21320071635561041), ('additional', 0.21320071635561041), ('area', 0.21320071635561041), ('artists', 0.21320071635561041), ('comfortable', 0.21320071635561041)]",5.0
305,Blue Harbor Resort,WI,53081,"Hotels and motels,Resorts,Hotels Motels,Travel,Hotel",Accommodation & Food Services,0.9981,"More  When we arrived, we thought that the pool would suffice as our main form of entertainment, but since the pool was packed beyond belief, we were forced to find other forms of entertainment. I found the tiny arcade, and I got very lucky winning a ton of tickets and getting a ton of prizes, but the tokens are still very...",10,"[('room', 0.9044152023030205), ('villa', 0.6150285360019012), ('year', 0.5985892854436454), ('family', 0.5970073120500152), ('resort', 0.5588911357947272)]",4.3
306,Blue Haven Motor Court,ME,4072,"Hotels,Lodging,Hotels and motels,Motels,Hotel",Accommodation & Food Services,0.9597,"The room smelled like a motel, but was very clean and a fantastic price for the full cabin with 4 beds and a full kitchen. Very last minute reservation as we finished dinner and started searching for a bed near Kennebunkport.",1,"[('bed', 0.3779644730092272), ('beds', 0.1889822365046136), ('cabin', 0.1889822365046136), ('clean', 0.1889822365046136), ('comfortable', 0.1889822365046136)]",4.0
307,Blue Jay Motel,NH,3842,"Hotels and motels,Hotels Motels,Motels,Hotels,Lodging,Hotel",Accommodation & Food Services,0.9714,I had very low expectations about staying in a motel and was blown away by the hospitality and the cleanliness. Staying here was like staying with your favorite out of town relatives.,2,"[('staying', 0.46545917963893363), ('visit', 0.39185602977368617), ('family', 0.32605478336005816), ('mary', 0.32605478336005816), ('rose', 0.32605478336005816)]",5.0
308,Blue Sands Motel,CA,93103,"Hotels and motels,Hotels,Hotel,Motel East Beach,Lodging,Motels",Accommodation & Food Services,0.998,"Not only did they welcome our two standard poodles with open arms, but they were flexible with our late arrival and did everything possible to make our stay amazing. Greeted so kindly, we chose them for price we were surprised at how nice for the money.",3,"[('room', 0.60310779318629), ('check', 0.36648431766328543), ('like', 0.36648431766328543), ('blue', 0.35566678203380775), ('sands', 0.35566678203380775)]",4.67
309,Blue Sky Lodge,CA,93924,"Hotels,Hotel",Accommodation & Food Services,0.9981,It's hard to say what needs to be done - it was fine for us people who still remember 60s but our children were a little bit disappointed that kitchen and other amenities were not updated. On the other hand if it exists for 60 years people must find it attractive and I wish the owner(s) good luck with this place for the next 60 years.,8,"[('motel', 0.6341899831749065), ('nice', 0.6081800743815347), ('room', 0.5900424406381646), ('rooms', 0.5702787433596304), ('little', 0.5324058832770293)]",3.62
310,"Bluegreen Parkside Williamsburg, Ascend Resort Collection",VA,23185,"Hotel,Hotels Motels",Accommodation & Food Services,0.8402,Good: It was big enough for our family. We could all relax and enjoy ourselves.,1,"[('big', 0.4472135954999579), ('enjoy', 0.4472135954999579), ('family', 0.4472135954999579), ('good', 0.4472135954999579), ('relax', 0.4472135954999579)]",4.8
311,"Bluegreen Vacations Patrick Henry Sqr, Ascend Resort Collection",VA,23185,"Hotels Motels,Hotel",Accommodation & Food Services,-0.6158,"Good: I loved the room it was spacious and beautiful, with hardwood floors and all the necessities needed to be able to cook if you wanted, the rooms were clean and the beds were comfortable, I would definitely stay here again    Bad: To be honest there wasn't anything I did not like which is rare specially with two kids.",7,"[('good', 1.5264891056418366), ('great', 1.0220839167477465), ('room', 0.9890015062345542), ('bad', 0.8801923327946534), ('supplies', 0.8119550985100091)]",4.52
